text,true_label,lr_pred,lr_prob,xgb_pred,xgb_prob,bert_pred,bert_prob,all_agree
the fix is in judge quickly blocks abortion videos and now we know the rest of the story,1,1,0.5128654927835817,1,0.9956735,1,0.99967945,True
 watch trumps campaign manager crash and burn while claiming trump doesnt lie video,1,1,0.9951413088540498,1,0.99969554,1,0.9896992,True
egyptian court hands fresh life sentence to muslim brotherhood leader,0,0,0.2987627191949156,0,0.12952721,0,0.0005331526,True
 trump tries to blame obama for north korea mess it immediately backfires tweets,1,1,0.7738877317073806,1,0.7854227,0,0.15705042,False
suicide attack kills a top pakistani police officer official,0,0,0.13176262991626672,0,0.019086411,0,0.006168185,True
senate democrats want changes to house republican bill on puerto rico,0,0,0.03790137512095589,0,0.018978653,0,0.0012082632,True
 watch bill maher noticed something really disturbing about trumps rnc speech,1,1,0.9705707043646307,1,0.99348587,1,0.99973124,True
factbox trump on twitter september   sheikh sabah hurricane irma daca,0,0,0.02531641895325733,0,0.009637802,0,0.0002158638,True
shocker a liberal takedown of hillary clinton not to be missed video,1,1,0.9942439846918049,1,0.9943598,1,0.8175524,True
 major republican celebrity turns on trump fans shocked tweets,1,1,0.885832253737446,1,0.8283429,0,0.4154468,False
 christian gun nut shoots unarmed man dead during church service and gets away with it video,1,1,0.987175697581816,1,0.99955755,1,0.99986076,True
us bans travel to north korea from september  says americans should leave,0,0,0.026656792049372723,0,0.004066349,0,0.11344639,True
 racist rep steve king gives trump dire warning dont abandon white supremacists tweet,1,1,0.9671472105273541,1,0.99638915,1,0.99944,True
brics name pakistanbased militant groups as regional concern,0,0,0.09328525084916568,0,0.06840191,0,0.0002875172,True
trump mounts bid to turn clinton controversy to his advantage,0,0,0.1898587791627354,0,0.06853465,0,0.0012513251,True
mccain needs to go makes claim that trump is trying to be a dictator but was silent on obama,1,1,0.8898953357481174,1,0.99767464,1,0.99923646,True
us judge to consider objection to trump university settlement,0,0,0.20035574839399753,0,0.061108455,0,0.0034992676,True
south carolinas haley urges tolerance civility in republican reply to obama,0,0,0.11714673811162506,0,0.03545128,0,0.0028500897,True
balinese offer prayers as rumbling volcano threatens tourism lifeblood,0,0,0.2583496287019021,0,0.084015675,0,0.0008034633,True
dead on lou dobbs calls out the republican establishment a sorry bunch video,1,1,0.8395956402460434,1,0.98379296,1,0.9997626,True
etihad advises checks with us missions after new trump order,0,0,0.2195371682103492,0,0.07473792,0,0.003919129,True
us protesters march against trump presidency for fifth day,0,0,0.31179195073865607,0,0.13799034,0,0.103700526,True
 even the dad of protrump act usa freedom kids plans to sue campaign,1,1,0.6996442531253714,1,0.7371337,1,0.9982009,True
europe could soon be within range of north korean missiles france,0,0,0.05398751663369547,0,0.020811932,0,0.0007204267,True
 the fbis russia investigation just took a turn that will terrify trump details,1,1,0.9624553248956547,1,0.99717355,1,0.9994634,True
president obama formally endorses clinton for president,0,1,0.5541590173904541,0,0.44861764,0,0.009452214,False
trumps boeing comments reflect bid to save taxpayer money aides,0,0,0.45692373912601675,0,0.12298278,0,0.0008967001,True
 bush ethics lawyer slams trump he cant go one week without obstructing justice video,1,1,0.8510153711345233,1,0.987616,1,0.798131,True
kremlin says report that putin will meet trump in may is wishful thinking,0,0,0.056222237999212485,0,0.03931385,0,0.001948113,True
santilli freed under plea pact as vegas shooting casts shadow on bundy trial,1,0,0.2977181833090835,1,0.5147662,1,0.98797286,False
colombia authorizes air raids against dissident farc crime gangs,0,0,0.17122564225941686,0,0.04838929,0,0.00071858976,True
kuwait court sentences mps to jail terms for storming into parliament,0,0,0.07161131849823965,0,0.037740648,0,0.00050751824,True
four britons kidnapped in nigerias delta state police,0,0,0.1831248771613278,0,0.048200358,0,0.000144886,True
trump and secret service forced to take last minute escape route to avoid violent liberal thug protesters video,1,1,0.9613089532871146,1,0.9995871,1,0.9997143,True
nigerian police official defends unit against brutality accusations,0,0,0.08199358769665088,0,0.028344966,0,0.00030117203,True
china tests new dredger capable of south china sea projects state media,0,0,0.037720497017064814,0,0.015079369,0,0.0006825774,True
 facebook founder tells trump to go fck himself in a huge way screenshots,1,1,0.9425388437373168,1,0.89929825,1,0.99341476,True
trumps new epa transition team draws from oil industry groups,0,0,0.127375066968749,0,0.046486758,0,0.000891926,True
video donald trumps message to the black lives matter bullies,1,1,0.9939226048137285,1,0.9939957,1,0.9975084,True
 trump taking another major step toward us no longer being a superpower,1,1,0.7645466863134742,1,0.5552089,1,0.99183226,True
us supreme court to hear ohios bid to revive voter purge policy,0,0,0.10928119204283038,0,0.04796809,0,0.030570274,True
proiran iraqi militia says jerusalem decision could make us troops a target,0,0,0.06212423981854982,0,0.008045927,0,0.0051676133,True
white house says expects bipartisan efforts to continue,0,0,0.013648596755332613,0,0.0056558494,0,0.0013519974,True
wow un ambassador nikki haley blasts un votetweets list of nations who voted to support president trumps declaration of jerusalem as israels capital,1,1,0.5841104622726988,1,0.99047697,1,0.9985935,True
republicans look to seize on revived clinton email issue in white house congress races,0,0,0.11581083527687187,1,0.7072477,0,0.0011376321,False
heres proof trump is peaking at just the right time video,1,1,0.9983369088277907,1,0.9986809,1,0.99868184,True
us senate judiciary chairman to call extrump aide manafort to testify,0,0,0.0475689204213629,0,0.0317064,0,0.00051291066,True
big banks relationship with doddfrank its complicated,0,0,0.37252101860771336,0,0.29422557,0,0.0072998647,True
thousands of anticatalan independence protesters gather in barcelona,0,0,0.1450437481638557,0,0.048787307,0,0.0024014737,True
russia says it is fully committed to nuclear missile pact,0,0,0.02651675193148864,0,0.00503186,0,0.0008878557,True
factbox trump on twitter july   putin germany g summit,0,0,0.019671551800925897,0,0.0058257785,0,0.00025942622,True
syria calls on un security council to condemn israeli strikes,0,0,0.07124824662430058,0,0.030277722,0,0.0019674757,True
opposition official others charged with plotting against rwandan government,0,0,0.037261712905620574,0,0.030474732,0,0.00018952326,True
libs on twitter go nuts over kellyanne conways shoes on couch in oval officethey probably forgot these obama picsor what bill clinton did in the oval office,1,1,0.8204005530025561,1,0.99766135,1,0.99982834,True
watch solar eclipse live here,1,1,0.9464665373866796,1,0.94364536,1,0.95693225,True
at least  killed in ethnic fighting in south sudan official,0,0,0.03369896053642864,0,0.010921107,0,0.00032507986,True
uk pm may does not raise possibility of leaving eu before march ,0,0,0.026000193961970428,0,0.006407858,0,0.0003102604,True
hilarious white house totally punks rabid liberal msnbc host rachel maddow after she announces bombshell release of trump taxes on tonights show,1,1,0.8886474123364253,1,0.99946207,1,0.9998579,True
bosnian pensioners stage street protests for pension rise,0,0,0.11459876209109657,0,0.06840191,0,0.00029132006,True
 heartless former gop lawmaker had the most despicable response to jimmy kimmels emotional healthcare plea,1,1,0.7389404825848551,1,0.9945899,1,0.9997625,True
 trump has fcked up so much lately his own advisers fear he is trying to lose video,1,1,0.9620454128805798,1,0.99910754,1,0.89576775,True
wow nh lawmaker and vet rips into liberal media at trump press event stop making political pawns out of veterans video,1,1,0.985913660947798,1,0.999871,1,0.99980885,True
 trump trolls try killing megyn kellys book and amazon isnt having any of their sht,1,1,0.8478035324438193,1,0.9511735,1,0.99942833,True
forty human traffickers arrested  people rescued in west africa,0,0,0.38190696588905015,0,0.09434339,0,0.0004843583,True
obamas speech about child safety was interrupted when rapper guests ankle bracelet from kidnapping charge went off,1,1,0.7361548204730809,1,0.99865794,1,0.99900925,True
rich tycoon takes on iraqi kurdish leaders over independence,0,0,0.1346082028849511,0,0.077700876,0,0.00042941593,True
seeking to deport rohingya india tells court has evidence of militant links,0,0,0.04295531530062601,0,0.065314956,0,0.0003716312,True
queensland result leaves australian pm closer to edge,0,0,0.07019307576466809,0,0.022039477,0,0.00016752696,True
proislamic state leaders killed by philippine troops defense minister,0,0,0.015232383170104365,0,0.0030402811,0,0.00039208145,True
republicans congress lull could impede a clinton presidency,0,0,0.10701276386606096,0,0.06840191,0,0.0016703177,True
winnie mandela in high spirits after minor surgery spokesman,0,0,0.19218799560020838,0,0.036207143,0,0.00092566357,True
congress tax negotiators may have final bill before dec ,0,0,0.05106482183843409,0,0.04430381,0,0.0011325394,True
finnish police release one knife attack suspect,0,0,0.1533442805505129,0,0.039357167,0,0.00056329585,True
turkeys erdogan says us can no longer be a mediator between israel and palestinians,0,0,0.04050448002535102,0,0.21988621,0,0.021163246,True
desperation or stupidity german state recruits refugees with no passports for police officer jobs,1,0,0.3835414051855073,1,0.8163703,1,0.7752583,False
powerful afghan regional leader ousted as political picture clouds,0,0,0.14743353413914762,0,0.07525088,0,0.00032178548,True
for apprentice insiders trumps  bid has echoes of reality tv,0,0,0.31439195039025347,0,0.091533475,0,0.0072750268,True
trump says nato not obsolete reversing campaign stance,0,0,0.019085934514062056,0,0.018230597,0,0.0004923564,True
 florida republican to black voters if you dont like it here go back to africa,1,1,0.8448090165613598,1,0.9760675,1,0.96910113,True
new email leaks show how colin powell really felt about friend hillary greedy not transformationalwith a husband whos still dking bimbos at home,1,1,0.8589201736028246,1,0.9994161,1,0.9997148,True
 patton oswalt to bernie fans youre a fcking child if you skip voting out of hatred for hillary tweet,1,1,0.9745990829379598,1,0.99977845,1,0.9997863,True
brazils top court approves new graft probe of president temer,0,0,0.0255953944659787,0,0.012658995,0,0.00026457943,True
defense disputes nerve agent used to kill north korean leaders halfbrother,0,0,0.14746827840172297,0,0.019141827,0,0.0024299694,True
 paul ryan gets tea party primary challenger as punishment for doing his job,1,1,0.8670656785488848,1,0.84939224,1,0.9853475,True
labor powerhouse aflcio backs clinton vows targeted campaign,0,0,0.06911065616105426,0,0.02461314,0,0.00062274316,True
paul joseph watson is not happy about the air strike on syriaheres why video,1,1,0.8569070385413748,1,0.99458367,1,0.9825081,True
 trump appointee didnt last two months before being fired for calling for muslim genocide,1,1,0.9108957456034412,1,0.95278716,1,0.94240254,True
 watch trevor noah takes white grievance queen tomi lahren to the woodshed,1,1,0.841837324097232,1,0.9827199,1,0.99983466,True
michelle sasha and malia will join barack on trip to communist cubawhy not its only the taxpayers money,1,1,0.8432971962083102,1,0.99837214,1,0.999435,True
just exposed clinton broke ethics agreement with latest bombshell gift from this middle eastern country while secretary of state,1,1,0.8583873335119528,1,0.9989477,1,0.9998368,True
video clinton supporters really like the trump tax plan,1,1,0.8734544841437054,1,0.9527671,1,0.84180146,True
senates schumer urges stabilizing health insurance market,0,0,0.06769138350300449,0,0.011982723,0,0.00075001514,True
catalonia asks spain for dialogue as independence struggle intensifies,0,0,0.035141696156899445,0,0.02502182,0,0.00024219058,True
nfl star delivers tough message about exterminating blacks for any voter who supports hillary video,1,1,0.9922175210170096,1,0.9974389,1,0.9993042,True
proof that trump was dead on nj rooftop parties watched and celebrated on ,1,0,0.4616360757655833,1,0.7397106,1,0.99208343,False
kosovo pm removed from international arrest warrant minister,0,0,0.06665899265427312,0,0.006380033,0,0.00047175412,True
kremlin law on media foreign agents is our response to us measures,0,0,0.19525827735852821,0,0.18575254,0,0.025056977,True
factbox passport to catalonia  how to achieve independence,0,0,0.024478425235679998,0,0.0023042448,0,0.00021936276,True
us top court denies obama request to rehear major immigration case,0,0,0.1543305501567382,0,0.16061689,0,0.012365544,True
courtroom where war crimes defendant drank poison now crime scene judge,0,0,0.32457455785216904,0,0.1537892,0,0.45349002,True
 trump just took to twitter to proudly defend open bigotry tweet,1,1,0.9724771640054539,1,0.99270624,1,0.9986473,True
 ted nugent calls for the death of president obama goes off on racist rant video,1,1,0.9937167027028653,1,0.9999291,1,0.99983275,True
 this powerful campaign ad announces a serious challenge to paul ryans house seat video,1,1,0.8952668399388518,1,0.99553263,1,0.99767536,True
former intel chair hammers obama on his antitrump speech video,1,1,0.96555814071577,1,0.95056397,0,0.008199733,False
venezuela may ban main opposition parties from presidential vote,0,0,0.027225468753314885,0,0.011495214,0,0.0005304497,True
trump says us very protective of baltic region,0,0,0.021379793237186202,0,0.05284703,0,0.0007948008,True
buildings evacuated in moscow after bomb threats ria,0,0,0.16870096072257945,0,0.08997597,0,0.0013011042,True
jim jordan blasts deputy ag rosenstein on key antitrump text saying we cant let trump be presidentwe need an insurance policy video,1,1,0.867815052464995,1,0.99856746,1,0.99925584,True
flynn could prove to be key asset in muellers us campaign probe sources say,0,0,0.11496901994908927,0,0.27875,0,0.0009460678,True
factbox whats in tax bill from trump house republicans,0,0,0.049503128428402675,0,0.0006688805,0,0.000269818,True
un experts urge hong kong to uphold rights of democracy activists,0,0,0.04515746711544424,0,0.030019535,0,0.0005644506,True
 republican congressman rejects trump in scathing open letter will vote for hillary,1,1,0.740076787886719,1,0.96719766,1,0.89350224,True
excia chief worries grew of trump campaign contacts to russia,0,0,0.09886144139817005,0,0.018680718,0,0.0003981575,True
trump budget plan boosts pentagon trims state dept epa officials,0,0,0.05249264515065588,0,0.023663677,0,0.0013933901,True
yemen islamist party members arrested ratcheting up tensions,0,0,0.08584693316411206,0,0.07323696,0,0.00049075723,True
 watch reliable sources explains trumpbart and how it will shape the election video,1,1,0.9826723429817568,1,0.9936698,1,0.9767195,True
white house asks supreme court to allow full travel ban,0,0,0.04779755278578216,0,0.013057689,0,0.004288591,True
janet reno first us woman attorney general dies at ,0,0,0.1873907033450631,0,0.11619669,1,0.8973192,False
us top court declines to revive north dakota abortion limits,0,0,0.07087176939596544,0,0.017037753,0,0.0055980575,True
 clinton is beating trump by  points in pennsylvania  heres why that matters,1,1,0.5991300817922903,1,0.8962569,1,0.7030969,True
ben carson home vandalized with antitrump graffiti cnn accuses him of lying,1,1,0.7591910676725123,1,0.70007974,1,0.9849045,True
trump keeps it friendly with xi at g on north korea threat,0,0,0.047233579390299166,0,0.045790624,0,0.00073894556,True
 watch trump threatens saturday night live during today show appearance,1,1,0.9652692410155597,1,0.95351344,1,0.9792691,True
 in the midst of scandal office containing flint water records broken into,1,1,0.6026393086705069,0,0.3863837,1,0.97740376,False
biden gears up for presidential bid as somebody very high in the food chain works behind the scenes to take down hillary,1,1,0.5097300901892011,1,0.99490416,1,0.99975234,True
black friday special computer keyboard for loony radical leftists,1,1,0.650890619188291,0,0.28760767,1,0.99665606,False
baltimores overzealous prosecutor busted favoriting racist tweets video,1,1,0.9990277567067974,1,0.9993622,1,0.9770454,True
fewer babies born in singapore last year despite incentives,0,0,0.2306630547256967,0,0.029661896,0,0.0006980893,True
german broadcasters wont promote expink floyd frontmans concerts over antisemitism accusations,0,0,0.2725538426422303,1,0.5637066,0,0.0025963935,False
trump says hes very disappointed in jeff sessions wsj,0,0,0.2767495507130209,0,0.079854086,0,0.001373864,True
sergeant bergdahl says fantastic plan crumbled hours after leaving post,0,0,0.08269655246607466,0,0.028244955,1,0.7085466,False
iran president defends guards in show of unity anticipating trump,0,0,0.19221704848963192,0,0.13364394,0,0.002316078,True
trump moves ahead with the wall between us and mexico,1,0,0.120570216649424,0,0.054384317,0,0.02001182,True
 the netherlands just trolled trump in his own words and its hilariously brilliant video,1,1,0.9940797405285181,1,0.998793,1,0.99978083,True
southside chicago blacks fight against liberal elites on removing statues leave that statue alone video,1,1,0.9411943697130997,1,0.99769163,1,0.9986902,True
 office of government ethics orders white house to punish kellyanne conway for breaking law,1,1,0.7148620796473696,1,0.9376904,1,0.9974318,True
us appeals court will not put trump travel ban case on hold,0,0,0.027242654651534432,0,0.03065051,0,0.0225985,True
 the gop will hate this humiliating fact harry reid just pointed out about scotus nominations,1,1,0.9881603663485046,1,0.99906987,1,0.9998566,True
typhoon batters hong kong and south china three dead in macau,0,0,0.04021774034287599,0,0.008890746,0,0.0013082917,True
greece overcomes forestry setback to develop athens coastal resort,0,0,0.17690869118517152,0,0.070507236,0,0.00027614844,True
ryan says tax reform outline reflects consensus of lawmakers administration,0,0,0.013900094947166874,0,0.002373106,0,0.00043854007,True
cuban businesswomen seek rubio meeting as us policy bites,0,0,0.054266177694463576,0,0.018763555,0,0.00039942056,True
exclusive trump administration reduces support for prisoner halfway houses,0,0,0.10208818101088453,0,0.019277677,0,0.0027792766,True
russia probe counsel wants to interview senior white house officials nyt,0,0,0.02866547284173407,0,0.0031178899,0,0.001002245,True
 ted cruz very sorry he cheated his way to iowa win video,1,1,0.9824194120831432,1,0.9971745,1,0.9403598,True
taiwan hopes to find natural way to engage with chinas xi at apec,0,0,0.06358558307724496,0,0.15301298,0,0.0005644326,True
knifeman attacks soldier in paris subway terrorism probe opened,0,0,0.16171404567595496,0,0.02175875,0,0.0016860113,True
airbus issues safety advice on tiger helicopters flying in turbulence,0,0,0.2866254423136997,0,0.11320092,0,0.0021667979,True
highlights the trump presidency on march  at  pm et,0,0,0.07033087999126968,0,0.03135579,0,0.0012179201,True
like victims of spousal abusemiddle eastern christians fear harsher treatment by muslims if us makes rescuing them a priority dont help us or well get beaten again,1,1,0.9039621783265069,1,0.9971318,1,0.99981755,True
un aid chief appeals for full lifting of yemen blockade,0,0,0.03969747246202527,0,0.027955553,0,0.0008534591,True
greeces golden dawn says trump win a victory for ethnically clean states,0,0,0.158695528144466,0,0.05060785,0,0.0033671502,True
 watch trumps deplorable fans attack mom and her disabled daughter for leaving rally,1,1,0.947177546447642,1,0.99343747,1,0.99978966,True
trump campaign releases tax returns for republican vp nominee pence,0,0,0.11372639606904258,0,0.23759142,0,0.00080780836,True
british speaker opposes letting trump address parliament,0,0,0.0695354622055131,0,0.03948779,0,0.000820575,True
support for brazils pension reform more organized lawmaker,0,0,0.053002538196986436,0,0.06550658,0,0.00023612073,True
 us marine puts sarah palin in her place for blaming ptsd to excuse sons violent behavior,1,1,0.8988532415032574,1,0.9938273,1,0.9998087,True
wow hillary pretended to be relaxingbut shes been scheming to steal presidency from trump since morning after election,1,1,0.9295798376995074,1,0.9994709,1,0.99980193,True
state department official pressured fbi to declassify clinton email fbi documents,0,0,0.2791186679916602,0,0.20562153,0,0.0020465946,True
hillary clinton crashing in polls moves to obama strategyusing taxpayer money to give away free sht,1,1,0.9258160486544185,1,0.99654204,1,0.99878854,True
bigot obama excluded white christians in list of possible cabinet positionsfavored muslims,1,1,0.8175675826554075,1,0.9311358,1,0.9874642,True
german greens want antiausterity eurogroup head,0,0,0.16505224510249444,0,0.06595659,0,0.00033487924,True
democrats set bills seeking to overturn trump travel ban,0,0,0.08013158895964256,0,0.038107466,0,0.0033533925,True
digital tyranny google will make those kinds of sites harder to find,1,1,0.5729523913872946,0,0.27001944,1,0.99917173,False
us wants un vote on new north korea sanctions next monday,0,0,0.05401959448089883,0,0.008348081,0,0.01590816,True
lebanon identifies soldiers killed in islamic state captivity,0,0,0.0401047201625692,0,0.008131475,0,0.00058562594,True
harvey victim funds may be delayed without debt limit increase mnuchin,0,0,0.1313955055475044,0,0.24284945,0,0.0009182929,True
trump announces picks for us attorneys in california texas others,0,0,0.3434609123989814,0,0.16588059,0,0.0047105,True
imran khans pti retains seat in byelection but new religious parties gain,0,0,0.24482779802709198,0,0.24397923,0,0.0017010173,True
 report fox news might be under investigation by federal authorities,1,1,0.9324923275334358,1,0.6955489,1,0.9971571,True
megyn kelly praises woman who flipped off trump what americas all about video,1,1,0.9868142333209421,1,0.99590755,1,0.90509856,True
with greetings from trump pence says us committed to europe,0,0,0.07140242322523757,0,0.029575255,0,0.0029557804,True
 michigan government to epa you cant tell us what to do,1,0,0.4350905272640906,0,0.21348292,0,0.073667385,True
obama tells clinton fundraiser us still grapples with powerful women,0,1,0.6221842606654429,0,0.3263929,0,0.025684943,False
us companies tout climate policies fund climate skeptics,0,0,0.16490242246092116,0,0.071363054,0,0.008957059,True
trump voices caution on relationship with putin,0,0,0.20683266087644964,0,0.0852142,0,0.0011466148,True
exclusive us house to vote on iran sanctions act renewal as soon as november,0,0,0.028368664957960355,0,0.0076539386,0,0.004110818,True
 fbi investigating russian connections to farright websites including breitbart infowars etc details,1,1,0.77152759158361,1,0.9872104,1,0.61073726,True
 tesla ceo elon musk sends a massive threat to trump if he bails on paris climate deal tweets,1,1,0.6049303667786604,1,0.99657,1,0.9991611,True
nasty women ivanka trump booedhissed by unbelievably rude crowd during panel discussion on women in germany video,1,1,0.9038098439223702,1,0.9985574,1,0.99928075,True
burundi loses bid to stop un atrocities investigation,0,0,0.3933144578380874,0,0.14846665,0,0.00033964048,True
breaking video dhs whistleblower testifies of harassment and loss of gun rights,1,1,0.9741473765608476,1,0.997331,1,0.99924445,True
 watch jimmy kimmel demonstrates that trump could support child rape and not lose any votes,1,1,0.9059947629196055,1,0.99703777,1,0.99974746,True
judge jeanine pirro heads up washington were not listening to you anymore because were fed up video,1,1,0.8559887402524768,1,0.99811566,1,0.99982005,True
iran asks muslims to disrupt israeli ties in region tv,0,0,0.12773693161129077,0,0.03429923,0,0.0062027997,True
vending machines for syringes this state is the first in battle against heroin,1,0,0.252141936944064,1,0.54476327,1,0.90901494,False
france italy germany defend paris accord say cannot be renegotiated,0,0,0.08309803142853263,0,0.03359227,0,0.00022421704,True
pakistan rejects role of scapegoat for us failures in afghanistan,0,0,0.04260982527876935,0,0.085092954,0,0.0036508627,True
japans abe says wont delay tax hike unless big shock hits economy,0,0,0.11563800832839877,0,0.037705515,0,0.00029418874,True
kuwait tells aoun it supports lebanese sovereignty,0,0,0.19087178968231047,0,0.05632775,0,0.0003321195,True
at least  dead in quake in iran western province,0,0,0.08209143936717576,0,0.1452737,0,0.0012977448,True
trump brings love for america back to dc presidentelect trump wows crowd with awesome speech at union station video,1,1,0.9798826609897346,1,0.99931264,1,0.9973494,True
 trumps scotus pick sided with hobby lobby against women thinks christianity trumps secular courts,1,1,0.6932971676234851,1,0.94770557,1,0.9905156,True
 new app allegedly knows better than everyone whos really leading the race to the white house,1,1,0.5339779628155724,1,0.97688043,1,0.9998323,True
 watch trevor noah notices something oddly familiar about the flint water crisis video,1,1,0.9527198235532851,1,0.99689364,1,0.99933857,True
boom tx governor will cut funding to county where sheriff of sanctuary city refuses to cooperate with feds video,1,1,0.859742221952075,1,0.9982127,1,0.99928004,True
white house retreats from government shutdown threat washington post,0,0,0.04985558767559823,0,0.03503319,0,0.0009891706,True
senate to vote on just two trump national security picks on friday,0,0,0.34294271625534695,1,0.84053075,0,0.0038840186,False
japan pm abe says to discuss north korea thoroughly with trump,0,0,0.009313604495010498,0,0.0006683659,0,0.0005060483,True
germanys schaeuble urges parties to compromise take responsibility,0,0,0.0402579634294868,0,0.011982723,0,0.00018652699,True
 trump spokeswoman humiliates herself while trying to make democrats look stupid tweets,1,1,0.9178039028904986,1,0.99473166,1,0.9997545,True
awesome college prof calls cops on conservatives but didnt expect this video,1,1,0.9897960489557311,1,0.99900657,1,0.99822754,True
russian communists drop veteran select surprise candidate to challenge putin,0,0,0.3288269862624859,0,0.28079513,0,0.0022017697,True
 trump just said hes a gentleman at the debate and everyone laughed at him video,1,1,0.9990871516331384,1,0.99886537,1,0.9994746,True
 president obama will sing on coldplays next album video,1,1,0.9934024881770338,1,0.9948597,0,0.09164335,False
watch cnn does segment from bunker in hawaii tells viewers hawaiis been preparing for nuclear strike since trump took officecnns best survival tip find a cave,1,1,0.8729063307375681,1,0.99899155,1,0.99806124,True
us sees increased activity by chinese bomber aircraft officials,0,0,0.05746464752784608,0,0.013163982,0,0.009949778,True
trump asks congress to investigate former obama administration,1,0,0.3671509135057352,0,0.076188624,0,0.0045815343,True
russia accuses us of trying to provoke north korean leader to fly off handle,0,0,0.11124642377034254,0,0.15165865,1,0.814254,False
car bombs kill at least  in somalias capital mogadishu police,0,0,0.13491184735449355,0,0.0681202,0,0.00027064682,True
wow watch journalist cassandra fairbanks why i a bernie supporter prefer trump to hillary clinton,1,1,0.9905212940583742,1,0.99959296,1,0.99974436,True
 watch paul ryan confirms that trumps wiretapping accusation is a complete lie,1,1,0.9425641370553347,1,0.9933402,1,0.9997819,True
trump rails against press in response to reports of chaos,0,1,0.6176860080321579,0,0.09029736,0,0.0055275187,False
 trump doubles down via the law moves to protect white supremacists from law enforcement,1,1,0.5205710694466988,1,0.9276572,1,0.9992341,True
impossible to calculate brexit bill figure at present eus barnier,0,0,0.12160210199965553,0,0.07614958,0,0.00016656809,True
thai activists ordered to pay  million for occupying airports,0,0,0.21630618168585108,0,0.1370662,0,0.0011798813,True
 trump just attacked the doj gets his a handed to him by sally yates tweet,1,1,0.9906275634383288,1,0.999283,1,0.99965954,True
black men for bernie founder campaigns in swing states for trump bill and hillary did major damage to our communities last time in white house video,1,1,0.9897210033574494,1,0.99978536,1,0.9998528,True
lebanon foreign powers urged to maintain noninterference policy,0,0,0.13102766419244882,0,0.04230916,0,0.0005412656,True
black female democrat on her support for trump i never thought id be saying these words video,1,1,0.987979255954394,1,0.99933666,1,0.9994753,True
 altright enemies list leaked fascists use petition to steal data and harass activists,1,1,0.6781937948725912,1,0.81014085,1,0.9997702,True
from syria to north korea tillerson would inherit a messy global situation,0,0,0.02126630797662019,0,0.033279855,0,0.22248301,True
senator dick durbin needs a civics lesson susan rice was doing her job video,1,1,0.8806963325491668,1,0.99286276,1,0.99915254,True
 comedy centrals roast of rob lowe hijacked as comedians epically roast ann coulter,1,1,0.7175635467558727,1,0.89332455,1,0.9997975,True
trumps son close associates to appear before senate,0,0,0.20695726860790006,0,0.02891854,0,0.00081489066,True
around  people injured in swiss train collision police,0,0,0.17976558992653377,0,0.06051991,0,0.0007482276,True
trump defeated clinton by  votes in michigan unofficial tally,0,0,0.34555839737778876,0,0.115407586,0,0.0015968129,True
obama says he would have outrun trump but trump says no way,0,0,0.05915411528039195,0,0.059155848,0,0.0015364272,True
illinois house to take up governors budget tax vetoes,0,0,0.01097589918113631,0,0.005258537,0,0.0010356294,True
frances macron regrets trumps unilateral jerusalem decision,0,0,0.08511553052802907,0,0.020702887,0,0.0010110929,True
melania responds to ivanas claim that shes really the first lady video,1,1,0.9968556862468122,1,0.9995604,1,0.9642578,True
pressure rises on marco rubio to run for senate reelection,0,0,0.13096342393217336,0,0.028615223,0,0.009834562,True
lib professor and harvard grad says pedophilia is not a crimeread why,1,0,0.2656877486604289,0,0.035716616,1,0.50899464,False
by land river and sea rohingya make their escape from myanmar,0,0,0.0747492485434038,0,0.037108116,0,0.00045305677,True
why is jill stein demanding a recount is hillary camp using her in desperate effort to stop trumpis hillary clinton willing to risk a civil war in america video,1,1,0.9961754515711807,1,0.99967873,1,0.9998629,True
eus juncker says assumes wont end up with no deal on brexit,0,0,0.035678807684424114,0,0.0063083,0,0.00016418935,True
obama asked republican leaders to offer top court nominee white house,0,0,0.035102243436226074,0,0.044566553,0,0.00080322864,True
california lawmakers send governor bill authorizing farmworker overtime,0,0,0.046025317974383306,0,0.029514402,0,0.001618912,True
 mccain fcked over senate republicans on trumpcare in a much better way than we already knew,1,1,0.56373815933878,1,0.9882631,1,0.999481,True
 trump fans were scammed for over  million and the donald is angry,1,1,0.8448575600000068,1,0.8837815,1,0.9990061,True
breaking activist appeals court rules against trumptrump comes out swingingtweets awesome reply,1,1,0.6778054279457633,1,0.9914197,1,0.9982494,True
us strikes on taliban opium labs wont work say afghan farmers,0,0,0.12094941367529956,0,0.15798336,0,0.0003358121,True
obamas world apology tour to begin with vietnam and japan,1,0,0.38569301507524834,0,0.3134288,0,0.0049324282,True
trump names former black site prison operator cia deputy chief,0,0,0.37304557308668773,0,0.07656254,0,0.002455949,True
sinn feins adams to outline succession plan in november,0,0,0.2198561709770864,0,0.04704539,0,0.00038537488,True
in chinas democracy village no one wants to talk any more,0,0,0.10827729057540195,0,0.05772081,0,0.0015537359,True
trump says us media reports making it hard to strike deal with russia,0,0,0.05726223524974985,0,0.011064853,0,0.005080832,True
new york city to pursue sweeping homelessness reforms mayor,0,0,0.11675272074852608,0,0.03827854,0,0.002620151,True
french troops conducting operations on nigermali border after attack,0,0,0.09042189430888595,0,0.108104154,0,0.00014664381,True
mexico senators propose law change to curb presidential impunity,0,0,0.02456398034998883,0,0.03117895,0,0.0003881638,True
